userName,score,content,publishTime,replyCount,usefulCount,touristType,ipLocatedName,content_cleaned,publish_datetime,date,month,weekday,hour,season,content_length,score_level,high_useful,情感得分,情感类别,风景_得分,服务_得分,餐饮_得分,住宿_得分,交通_得分,综合维度分,主要维度
YoYo_7M1G0T7P,5.0,很好玩，下次还去,1775828695000,0,0,陪同父母,广东,很好玩，下次还去,2026-04-10 21:44:55,2026-04-10,4,4,21,春季,8,高,False,0.905161947049768,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_8L4J7W4X,5.0,形势还是比较新颖，因为大部分都是当地村民参演，内容上的话不是很丰富。但是还算值得观看，推荐！夏天晚上观看一定用防蚊药，,1626191735000,0,0,朋友出游,,形势还是比较新颖，因为大部分都是当地村民参演，内容上的话不是很丰富。但是还算值得观看，推荐！夏天晚上观看一定用防蚊药，,2021-07-13 23:55:35,2021-07-13,7,1,23,夏季,59,高,False,0.9983299389879017,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_7M8H3S0R,5.0,玩的很开心，历史文化底蕴深厚，了解了陶淋明的生平经历，这里才是真正的桃花源原型地，景区也建设的很好，交通很方便！,1683095228000,0,0,情侣夫妻,湖南,玩的很开心，历史文化底蕴深厚，了解了陶淋明的生平经历，这里才是真正的桃花源原型地，景区也建设的很好，交通很方便！,2023-05-03 14:27:08,2023-05-03,5,2,14,春季,56,高,False,0.9999997366270749,正面,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,风景
YoYo_3X6U9Y8E,5.0,闺蜜之间最喜欢的事就是互相拍美照啦！正巧得知桃花源景区三八节女生门票只用38元，便可在万亩桃林，桃花盛放的地方大拍美照，趁着有空我们就赶紧去了！如果有单反的朋友们建议带单反前往哦，因为实在是太美了！,1616907341000,0,0,,,闺蜜之间最喜欢的事就是互相拍美照啦！正巧得知桃花源景区三八节女生门票只用38元，便可在万亩桃林，桃花盛放的地方大拍美照，趁着有空我们就赶紧去了！如果有单反的朋友们建议带单反前往哦，因为实在是太美了！,2021-03-28 12:55:41,2021-03-28,3,6,12,春季,99,高,False,0.8959771940410519,正面,1.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,风景
内野,3.0,值得去看一次的桃花源，如果穿汉服，挑一个气温23度左右的天气，看看风景，呼吸新鲜的空气，就太好了,1623417014000,0,1,,,值得去看一次的桃花源，如果穿汉服，挑一个气温23度左右的天气，看看风景，呼吸新鲜的空气，就太好了,2021-06-11 21:10:14,2021-06-11,6,4,21,夏季,48,中,True,0.965245507331267,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
徐祖强,5.0,身临其境的感觉,1777454856000,0,0,朋友出游,湖北,身临其境的感觉,2026-04-29 17:27:36,2026-04-29,4,2,17,春季,7,高,False,0.8228435460688047,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
徐祖强,5.0,身临其境的感觉,1777454831000,0,0,朋友出游,湖北,身临其境的感觉,2026-04-29 17:27:11,2026-04-29,4,2,17,春季,7,高,False,0.8228435460688047,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
内野,4.0,桃花源，无比美好的心灵家园，湖南，常德，桃花源，人生见一次桃林，桃花源里看风景，惬意的生活。,1617855262000,0,1,,,桃花源，无比美好的心灵家园，湖南，常德，桃花源，人生见一次桃林，桃花源里看风景，惬意的生活。,2021-04-08 12:14:22,2021-04-08,4,3,12,春季,46,高,True,0.9999999370393471,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
一条会说话的喵,5.0,东晋大诗人陶渊明在桃花源记中曾描绘过一个令世人无比向往的桃花潭，据考证，便是现在的常德桃花源风景区，历代以来，孟浩然，李白等大文豪都到过这里并留下墨宝。,1607069827000,0,0,,,东晋大诗人陶渊明在桃花源记中曾描绘过一个令世人无比向往的桃花潭，据考证，便是现在的常德桃花源风景区，历代以来，孟浩然，李白等大文豪都到过这里并留下墨宝。,2020-12-04 16:17:07,2020-12-04,12,4,16,冬季,76,高,False,0.9999999880832907,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_9U2A3M7P,5.0,五一节游客较多，未购买到7:30票，加场晚上11:10的表演，精彩表演和夜晚的星空，值了！,1746193186000,0,0,家庭亲子,湖南,五一节游客较多，未购买到730票，加场晚上1110的表演，精彩表演和夜晚的星空，值了！,2025-05-02 21:39:46,2025-05-02,5,4,21,春季,43,高,False,0.9695968657056128,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
心田似海,5.0,景区风景很好，空气清新，悠闲惬意！,1764399159000,0,0,情侣夫妻,北京,景区风景很好，空气清新，悠闲惬意！,2025-11-29 14:52:39,2025-11-29,11,5,14,秋季,17,高,False,0.9991754265243413,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
YoYo_5P8D6S6U,4.0,平时工作压力大，就想周末找个地方放松放松。和男朋友一起来的桃花源呀，太浪漫了呀！正好选了桃花盛开的旺季去看，太美了！整个万亩桃园有好多好多桃树，花开得满满的呢！,1616871939000,0,0,,,平时工作压力大，就想周末找个地方放松放松。和男朋友一起来的桃花源呀，太浪漫了呀！正好选了桃花盛开的旺季去看，太美了！整个万亩桃园有好多好多桃树，花开得满满的呢！,2021-03-28 03:05:39,2021-03-28,3,6,3,春季,80,高,False,0.9999999822819682,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_7T0R1P1L,4.0,在景区五柳湖景点的板块内，还有为纪念刘禹锡而修建的陋室，完美还原《陋室铭》里的描述。屋内陈设朴素简单，在屋内一旁还有百家姓家训和折扇，可以找到自己的家族历史。,1616913879000,0,0,,,在景区五柳湖景点的板块内，还有为纪念刘禹锡而修建的陋室，完美还原陋室铭里的描述。屋内陈设朴素简单，在屋内一旁还有百家姓家训和折扇，可以找到自己的家族历史。,2021-03-28 14:44:39,2021-03-28,3,6,14,春季,77,高,False,0.9999790754152186,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_9A0P0R1I,3.0,季节不对，体验一般,1772865943000,0,0,家庭亲子,广东,季节不对，体验一般,2026-03-07 14:45:43,2026-03-07,3,5,14,春季,9,中,False,0.5718572875094478,中性,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_4H6V6E8A,5.0,本来想看一场大家都推荐的实景演出，11月底就停演了好遗憾，直到明年三月才会恢复，估计是因为冬天太冷了，而且听说演出的都是真人演员，只能期待下次再来看了。,1607834034000,0,0,,,本来想看一场大家都推荐的实景演出，11月底就停演了好遗憾，直到明年三月才会恢复，估计是因为冬天太冷了，而且听说演出的都是真人演员，只能期待下次再来看了。,2020-12-13 12:33:54,2020-12-13,12,6,12,冬季,76,高,False,0.998577629258485,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
郭婷婷,5.0,古色古香的古镇，渊源历史流长的地方，还是蛮值得去玩的，三月份的桃花最美。,1575361192000,0,1,,,古色古香的古镇，渊源历史流长的地方，还是蛮值得去玩的，三月份的桃花最美。,2019-12-03 16:19:52,2019-12-03,12,1,16,冬季,36,高,True,0.9999727793236352,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
匿名用户,5.0,这里景好，人更好。,1772463457000,0,0,家庭亲子,山西,这里景好，人更好。,2026-03-02 22:57:37,2026-03-02,3,0,22,春季,9,高,False,0.9576152786712351,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
YoYo_7A8K1X3W,5.0,秦谷里的寰楼值得一去，很有民族特色，听说还会有特别演出“抛绣球”，可惜这次没看到。扶蔬园，一座小房子，周围被农田包围，真的有回归田园的冲动,1608519628000,0,0,,,秦谷里的寰楼值得一去，很有民族特色，听说还会有特别演出抛绣球，可惜这次没看到。扶蔬园，一座小房子，周围被农田包围，真的有回归田园的冲动,2020-12-21 11:00:28,2020-12-21,12,0,11,冬季,67,高,False,0.9999984350556216,正面,0.0,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,餐饮
YoYo_0R2O6Y4E,5.0,我是一名航拍爱好者，刚好来的时候下雪了。这座城披上了一件白色的棉衣，多添了几分温柔气息。给我一种感觉，故宫是皇后，这这座城是皇上的妃子。,1606723300000,0,0,,,我是一名航拍爱好者，刚好来的时候下雪了。这座城披上了一件白色的棉衣，多添了几分温柔气息。给我一种感觉，故宫是皇后，这这座城是皇上的妃子。,2020-11-30 16:01:40,2020-11-30,11,0,16,秋季,68,高,False,0.9994149013723747,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_9N7Q4Y9U,5.0,入住了桃花源酒店，虽然离中心景区比较遥远，但是酒店全天都有电瓶车接驳，不管是想去景区的哪个地方，都比较方便！价格适中，房型多样，推荐！,1616907836000,0,0,,,入住了桃花源酒店，虽然离中心景区比较遥远，但是酒店全天都有电瓶车接驳，不管是想去景区的哪个地方，都比较方便！价格适中，房型多样，推荐！,2021-03-28 13:03:56,2021-03-28,3,6,13,春季,67,高,False,0.9735050440834102,正面,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5333333333333333,风景
YoYo_7L5Y9K9L,5.0,3月份刚好是桃花盛开的季节，也是桃花源景区旅游文化节，因为有了旅游文化节，整个景区热闹非凡，在游玩的过程中可以观看许多秦风秦俗的表演。,1616907088000,0,0,,,3月份刚好是桃花盛开的季节，也是桃花源景区旅游文化节，因为有了旅游文化节，整个景区热闹非凡，在游玩的过程中可以观看许多秦风秦俗的表演。,2021-03-28 12:51:28,2021-03-28,3,6,12,春季,67,高,False,0.9999931138841807,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
咩咩91,5.0,淡季出游，原有它的安逸，今天碰巧有学生秋游，多了热闹，但看表演，就看到学生们的争先拥后不顾旁人不听指挥，哎，无语，年少如此，，……,1701857481000,0,0,家庭亲子,湖南,淡季出游，原有它的安逸，今天碰巧有学生秋游，多了热闹，但看表演，就看到学生们的争先拥后不顾旁人不听指挥，哎，无语，年少如此，，,2023-12-06 18:11:21,2023-12-06,12,2,18,冬季,63,高,False,0.999792970158239,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_6F8B4P3D,5.0,如果是想进行《桃花源记》原型地打卡的朋友们可以来桃花洞走走，这里是“林尽水源，便有一山，山有小口”的原型地，一秒实现古今意境穿越！,1616907536000,0,0,,,如果是想进行桃花源记原型地打卡的朋友们可以来桃花洞走走，这里是林尽水源，便有一山，山有小口的原型地，一秒实现古今意境穿越！,2021-03-28 12:58:56,2021-03-28,3,6,12,春季,61,高,False,0.9999971188606008,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_0T7U0W4T,5.0,和男朋友一起去看了一场桃花源记实景演出，票价248。看了之后你就知道，确实值这个价钱。这是唯一一个能亲身感受到《桃花源记》的机会。,1606348954000,0,0,,,和男朋友一起去看了一场桃花源记实景演出，票价248。看了之后你就知道，确实值这个价钱。这是唯一一个能亲身感受到桃花源记的机会。,2020-11-26 08:02:34,2020-11-26,11,3,8,秋季,63,高,False,0.9999442557555128,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_7M1V5E7Z,5.0,我朋友告诉我一定要去六艺坊里面体验一下各种手工艺，这次来体验了刺绣和染布，都特别有意思，而且工坊里面的小礼品都很精致，适合送朋友。,1605613938000,0,0,,,我朋友告诉我一定要去六艺坊里面体验一下各种手工艺，这次来体验了刺绣和染布，都特别有意思，而且工坊里面的小礼品都很精致，适合送朋友。,2020-11-17 19:52:18,2020-11-17,11,1,19,秋季,65,高,False,0.9911865369872598,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_3C1J1G4O,5.0,一直想要找到一处超然脱俗的民宿或者酒店，过上一两天闲云野鹤的感觉。其他地方都没能让我有这种感觉，这里的四合院终于符合我的心意了。,1606723736000,0,0,,,一直想要找到一处超然脱俗的民宿或者酒店，过上一两天闲云野鹤的感觉。其他地方都没能让我有这种感觉，这里的四合院终于符合我的心意了。,2020-11-30 16:08:56,2020-11-30,11,0,16,秋季,64,高,False,0.7854034786549231,正面,0.0,0.0,0.0,0.6666666666666666,0.0,0.13333333333333333,住宿
YoYo_3Q1S1Y1C,4.0,来桃花源还是挺方便的呢！坐高铁坐到火车站就可以直接坐旅游专车抵达景区，对外地人来说还是很友好的。景区非常的大，景色也好看，开心！,1616849103000,0,0,,,来桃花源还是挺方便的呢！坐高铁坐到火车站就可以直接坐旅游专车抵达景区，对外地人来说还是很友好的。景区非常的大，景色也好看，开心！,2021-03-27 20:45:03,2021-03-27,3,5,20,春季,64,高,False,0.9999872049368017,正面,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,风景
YoYo_8F9A4N4W,5.0,总总体超赞，景色不错，性价比高，一家人休闲的好地方，和父母一起去的，当时天气热，一圈走下来蛮累的，不过风景不错，，有机会再去一下,1616398808000,0,0,家庭亲子,,总总体超赞，景色不错，性价比高，一家人休闲的好地方，和父母一起去的，当时天气热，一圈走下来蛮累的，不过风景不错，，有机会再去一下,2021-03-22 15:40:08,2021-03-22,3,0,15,春季,64,高,False,0.999999894826398,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_3N2V2K4Q,5.0,这里的钵子菜好好吃哦！我原本以为钵子菜就只有一种菜，原来钵子就是一种盛具，里面的菜可以有很多种。我吃第一口的时候就被惊艳到了。,1606723538000,0,0,,,这里的钵子菜好好吃哦！我原本以为钵子菜就只有一种菜，原来钵子就是一种盛具，里面的菜可以有很多种。我吃第一口的时候就被惊艳到了。,2020-11-30 16:05:38,2020-11-30,11,0,16,秋季,63,高,False,0.8045130473248489,正面,0.0,0.0,1.0,0.0,0.0,0.2,餐饮
nora_hai,5.0,环境不错，值得推荐,1771892000000,0,0,朋友出游,浙江,环境不错，值得推荐,2026-02-24 08:13:20,2026-02-24,2,1,8,冬季,9,高,False,0.9765067529710638,正面,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,风景
Songste,4.0,从北门进的，沿五柳湖一圈，看看木雕展，百床馆；秦街就是坑，不建议拾阶而上，滑梯 ，所谓时光隧道都不建议；桃花山还值得走上一圈。,1602141193000,0,0,朋友出游,,从北门进的，沿五柳湖一圈，看看木雕展，百床馆；秦街就是坑，不建议拾阶而上，滑梯 ，所谓时光隧道都不建议；桃花山还值得走上一圈。,2020-10-08 15:13:13,2020-10-08,10,3,15,秋季,63,高,False,0.9866064983598526,正面,1.0,0.0,0.0,0.3333333333333333,0.0,0.26666666666666666,风景
兰介心1,5.0,【景色】还是可以的，看着符合心中预期，自然人文和在一起就行。,1661331890000,0,1,,湖南,景色还是可以的，看着符合心中预期，自然人文和在一起就行。,2022-08-24 17:04:50,2022-08-24,8,2,17,夏季,28,高,True,0.9995147003328279,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
杨杨7761314,4.0,景色宜人！门票价格还可以！景区人不多！是个不错的地方值得一去,1588607985000,0,1,,,景色宜人！门票价格还可以！景区人不多！是个不错的地方值得一去,2020-05-04 23:59:45,2020-05-04,5,0,23,春季,30,高,True,0.9906522129214231,正面,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.26666666666666666,风景
YoYo_2R6Z6C6I,5.0,这里的景色真的太美了，景点都是精心设计的，融入了世外桃源的因素，和周围的山山水水很好的融合在一起。基础设施都完备，推荐！,1608457675000,0,0,,,这里的景色真的太美了，景点都是精心设计的，融入了世外桃源的因素，和周围的山山水水很好的融合在一起。基础设施都完备，推荐！,2020-12-20 17:47:55,2020-12-20,12,6,17,冬季,60,高,False,0.9999999845268892,正面,1.0,0.0,0.0,0.3333333333333333,0.0,0.26666666666666666,风景
YoYo_3K2X4L8S,5.0,和老公孩子还有老人家一起出行，所以定了景区内的“秦谷民宿”住下。里面的装修很有特色，可以用灶台煮饭，唤起老人家很多回忆。,1606349326000,0,0,,,和老公孩子还有老人家一起出行，所以定了景区内的秦谷民宿住下。里面的装修很有特色，可以用灶台煮饭，唤起老人家很多回忆。,2020-11-26 08:08:46,2020-11-26,11,3,8,秋季,58,高,False,0.9995491510119158,正面,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,餐饮
匿名用户,5.0,挺不错的。,1781165853000,0,0,朋友出游,湖北,挺不错的。,2026-06-11 16:17:33,2026-06-11,6,3,16,夏季,5,高,False,0.9401948468541813,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_4T6T6T0I,5.0,景区真的很大，门票有效期是三天，很贴心！景区里的观光车也很划算，20块就可以一天任坐。整个景区都很干净，逛起来很舒服。,1608519440000,0,0,,,景区真的很大，门票有效期是三天，很贴心！景区里的观光车也很划算，20块就可以一天任坐。整个景区都很干净，逛起来很舒服。,2020-12-21 10:57:20,2020-12-21,12,0,10,冬季,59,高,False,0.9999943241374143,正面,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,交通
YoYo_2L0U9F2C,5.0,计划两天一夜，就在景区住了一晚。选了景区里的一家民宿，装修很别致，窗外就是成片的树林，很好，晚上的桃花源别有一番滋味。,1608457400000,0,0,,,计划两天一夜，就在景区住了一晚。选了景区里的一家民宿，装修很别致，窗外就是成片的树林，很好，晚上的桃花源别有一番滋味。,2020-12-20 17:43:20,2020-12-20,12,6,17,冬季,59,高,False,0.97505996253141,正面,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,风景
YoYo_7T2C1E3P,5.0,照着景区指引，选择了经典路线。五柳湖、秦谷都很漂亮，以湖水连接两座山。秦街很有民俗特色，是现代与传统的结合，值得一去。,1608445459000,0,0,,,照着景区指引，选择了经典路线。五柳湖、秦谷都很漂亮，以湖水连接两座山。秦街很有民俗特色，是现代与传统的结合，值得一去。,2020-12-20 14:24:19,2020-12-20,12,6,14,冬季,59,高,False,0.9999990735540895,正面,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,风景
YoYo_2H2A0I0U,5.0,人生第一次看到“榨油”，还亲自体验了一番，是个不错的人生体验。孩子亲眼看到食物是怎么制作出来的，也是很不错的教育方式。,1607844444000,0,0,,,人生第一次看到榨油，还亲自体验了一番，是个不错的人生体验。孩子亲眼看到食物是怎么制作出来的，也是很不错的教育方式。,2020-12-13 15:27:24,2020-12-13,12,6,15,冬季,57,高,False,0.9999866469519596,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_7K3H9P1N,5.0,秦谷有个小餐厅可以品尝擂茶，很特别，我从来没尝过，也没想过茶会有这种味道。很多人都慕名而来，值得一试！！我推荐大家尝尝,1607844379000,0,0,,,秦谷有个小餐厅可以品尝擂茶，很特别，我从来没尝过，也没想过茶会有这种味道。很多人都慕名而来，值得一试！！我推荐大家尝尝,2020-12-13 15:26:19,2020-12-13,12,6,15,冬季,59,高,False,0.9131971026490824,正面,0.0,0.0,0.6666666666666666,0.0,0.0,0.13333333333333333,餐饮
YoYo_0Z0S3P6Z,5.0,实景演出真的震撼到我了。橙色的灯光、粉色的灯光、蓝色的灯光不断的变化着，场景也是不同的变换着。看完之后我就懵了，好好看,1606723439000,0,0,,,实景演出真的震撼到我了。橙色的灯光、粉色的灯光、蓝色的灯光不断的变化着，场景也是不同的变换着。看完之后我就懵了，好好看,2020-11-30 16:03:59,2020-11-30,11,0,16,秋季,59,高,False,0.9997567094640954,正面,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,风景
YoYo_3K2S1F4Y,4.0,我们来桃花源景区就是冲着“世外之感”来的，所以我们选择居住的民宿就是位于秦谷的爱耕居。在此居住，有一种归隐田园的感觉。,1616914221000,0,0,,,我们来桃花源景区就是冲着世外之感来的，所以我们选择居住的民宿就是位于秦谷的爱耕居。在此居住，有一种归隐田园的感觉。,2021-03-28 14:50:21,2021-03-28,3,6,14,春季,57,高,False,0.9999133385550568,正面,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,风景
YoYo_7P3C0U2K,4.0,还是桃花盛开的时候好看。景区基础设施好，服务也比较贴心，点,1570106981000,0,2,,,还是桃花盛开的时候好看。景区基础设施好，服务也比较贴心，点,2019-10-03 20:49:41,2019-10-03,10,3,20,秋季,29,高,True,0.999909773598572,正面,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,风景
YoYo_7P7Q7J5C,4.0,我是秋天来桃花源的。虽然错过了赏花的季节，但却是赏景的好季节。秋意为桃花源填上了一层朦胧感，就像是婉约派的唐诗宋词。,1606358777000,0,0,,,我是秋天来桃花源的。虽然错过了赏花的季节，但却是赏景的好季节。秋意为桃花源填上了一层朦胧感，就像是婉约派的唐诗宋词。,2020-11-26 10:46:17,2020-11-26,11,3,10,秋季,58,高,False,0.9999873689787294,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_9D6N8N1F,5.0,“缘溪行，忘路之远近”。秦溪又名水溪，是阮江的重要支流，相传这里就是《桃花源记》中武陵渔郎误入世外桃源的所经之路。,1616908079000,0,0,,,缘溪行，忘路之远近。秦溪又名水溪，是阮江的重要支流，相传这里就是桃花源记中武陵渔郎误入世外桃源的所经之路。,2021-03-28 13:07:59,2021-03-28,3,6,13,春季,53,高,False,0.9972379141071497,正面,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.2,风景
YoYo_4E2P5V1R,5.0,来之前没想到景区内有舞蹈表演，表演不是固定在同一个地方，去到不同的景点可以观赏到不同的舞蹈，而且舞蹈演员都很专业。,1607844587000,0,0,,,来之前没想到景区内有舞蹈表演，表演不是固定在同一个地方，去到不同的景点可以观赏到不同的舞蹈，而且舞蹈演员都很专业。,2020-12-13 15:29:47,2020-12-13,12,6,15,冬季,57,高,False,0.999627514945463,正面,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.13333333333333333,风景
YoYo_1V9D0R3V,5.0,我好喜欢吃这里的钵子菜，种类有很多，冬天热腾腾的超级暖身子，爱了爱了！！！如果是一家三口去的话，点上两三个菜就够了,1607844283000,0,0,,,我好喜欢吃这里的钵子菜，种类有很多，冬天热腾腾的超级暖身子，爱了爱了！！！如果是一家三口去的话，点上两三个菜就够了,2020-12-13 15:24:43,2020-12-13,12,6,15,冬季,57,高,False,0.8187123766272485,正面,0.0,0.0,0.6666666666666666,0.0,0.0,0.13333333333333333,餐饮
YoYo_1V1X6Q9X,5.0,来这里看桃花源记实景演出是我今天最感动的一件事情。场景很逼真，而且演员都很敬业，就算是群众演员的那种角色都很认真。,1607527807000,0,0,,,来这里看桃花源记实景演出是我今天最感动的一件事情。场景很逼真，而且演员都很敬业，就算是群众演员的那种角色都很认真。,2020-12-09 23:30:07,2020-12-09,12,2,23,冬季,57,高,False,0.9999999716967397,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_8P1R5Y0M,5.0,这次是住在五柳小镇，去景区很方便，距离游客中心步行只要几分钟。但这次去很多铺位没开，如果商铺多开一点会更加热闹吧。,1605351993000,0,0,,,这次是住在五柳小镇，去景区很方便，距离游客中心步行只要几分钟。但这次去很多铺位没开，如果商铺多开一点会更加热闹吧。,2020-11-14 19:06:33,2020-11-14,11,5,19,秋季,57,高,False,0.9562135744060174,正面,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2,风景
YoYo_3N2V2K4Q,4.0,在秦谷的寰楼赶上了一场婚俗演出，天气很冷了但是演出人员还是很专业很有气氛，体验了一把当新娘的感觉，还是很值得看的。,1607848276000,0,0,,,在秦谷的寰楼赶上了一场婚俗演出，天气很冷了但是演出人员还是很专业很有气氛，体验了一把当新娘的感觉，还是很值得看的。,2020-12-13 16:31:16,2020-12-13,12,6,16,冬季,57,高,False,0.9983545734906929,正面,0.0,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,服务
YoYo_4S7W0A2M,4.0,整体还行，票价不算便宜，但本地人买价格很便宜，算是回馈居民吧，可以理解；园区特别大，需要在这里呆几天才能游玩尽兴。,1605446456000,0,0,,,整体还行，票价不算便宜，但本地人买价格很便宜，算是回馈居民吧，可以理解；园区特别大，需要在这里呆几天才能游玩尽兴。,2020-11-15 21:20:56,2020-11-15,11,6,21,秋季,57,高,False,0.6516732157441391,正面,0.0,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,餐饮
YoYo_8K3Z3O6Q,5.0,我们下了车，就直奔“巨型岩柳根雕”而去。看到的第一眼会觉得很震撼，一个庞然大物，凑近一看，每一处的细节都很动人。,1607527616000,0,0,,,我们下了车，就直奔巨型岩柳根雕而去。看到的第一眼会觉得很震撼，一个庞然大物，凑近一看，每一处的细节都很动人。,2020-12-09 23:26:56,2020-12-09,12,2,23,冬季,54,高,False,0.9950868388245323,正面,0.0,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,交通
YoYo_1V3R3R3X,5.0,游客中心很大，装修很精美，大厅里有景区的详细介绍，还有项目体验，但人多的时候就需要排队办理，停车场位置比较充足。,1605352466000,0,0,,,游客中心很大，装修很精美，大厅里有景区的详细介绍，还有项目体验，但人多的时候就需要排队办理，停车场位置比较充足。,2020-11-14 19:14:26,2020-11-14,11,5,19,秋季,56,高,False,0.8062467854991208,正面,0.6666666666666666,0.0,0.0,0.0,1.0,0.3333333333333333,交通
YoYo_1L1I8M4N,5.0,虽然过了桃花盛开的季节，景区里还是值得去的,1760426565000,0,0,朋友出游,湖南,虽然过了桃花盛开的季节，景区里还是值得去的,2025-10-14 15:22:45,2025-10-14,10,1,15,秋季,21,高,False,0.9974626559093638,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
YoYo_9S8Z3Z4L,5.0,景色不错，人不是很多，逛起来也轻松,1762990731000,0,0,,重庆,景色不错，人不是很多，逛起来也轻松,2025-11-13 07:38:51,2025-11-13,11,3,7,秋季,17,高,False,0.9966845094291483,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
YoYo_2I4I1S4M,3.0,总体还可以。,1777777937000,0,0,家庭亲子,湖南,总体还可以。,2026-05-03 11:12:17,2026-05-03,5,6,11,春季,6,中,False,0.8182792359070481,正面,0.0,0.0,0.0,0.0,0.0,0.0,无明确维度
YoYo_8B5D6H2F,5.0,带着孩子来，还以为小孩对风景类的景区没什么兴趣，结果玩的很开心。坐船游秦溪，在四亲茶庄亲手制茶，孩子乐此不疲。,1608457576000,0,0,,,带着孩子来，还以为小孩对风景类的景区没什么兴趣，结果玩的很开心。坐船游秦溪，在四亲茶庄亲手制茶，孩子乐此不疲。,2020-12-20 17:46:16,2020-12-20,12,6,17,冬季,55,高,False,0.9999147098242789,正面,0.6666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,风景
YoYo_0K6O6L5B,5.0,已经是第二次去。从常德自驾过来还是很方便的，踏踏青呼吸新鲜空气，感受一下那种阡陌交通、鸡犬相闻的感觉也是很棒。,1605880346000,0,0,,,已经是第二次去。从常德自驾过来还是很方便的，踏踏青呼吸新鲜空气，感受一下那种阡陌交通、鸡犬相闻的感觉也是很棒。,2020-11-20 21:52:26,2020-11-20,11,4,21,秋季,55,高,False,0.9997533204542648,正面,0.0,0.0,0.0,0.0,1.0,0.2,交通
YoYo_9C9M6G9P,5.0,我们的行程是两天一夜，去了秦谷和两山一湖，总体安排还是比较休闲的，景区很大，一天根本不够用，两三天是最合适的。,1605352351000,0,0,,,我们的行程是两天一夜，去了秦谷和两山一湖，总体安排还是比较休闲的，景区很大，一天根本不够用，两三天是最合适的。,2020-11-14 19:12:31,2020-11-14,11,5,19,秋季,55,高,False,0.8061124050795392,正面,1.0,0.0,0.0,0.0,0.0,0.2,风景
